text,anger,fear,joy,love,sadness,surprise,thankfulness,disgust,guilt
Having a down day,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
brown dude breaks up with girl its ok man #itsokman hangin there #Hanginthere via @user,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Trying to stall time till my mama ready g ahh bday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Because of Him I am In Him Im strong live move and have being #GOD kingdom daughter #KingdomDaughter #Loved,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
happy birthday #happybirthday my day #myday #scorpion #company y at san #yatsan #friends insta good #instagood y at san san as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user Bitches swear their your friend ? but real life envy you ?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
attention ! if you know my brother Ben I expect to see you tonight at #shhh #bday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#Thanks haute yoga #HauteYoga palm springs #PalmSprings Johnny Yuhas UR #donation difference makers #DifferenceMakers cancer fight #CancerFight,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Absolutely blessed ? best person #bestperson love you you #amazed #gifts hilarious cake #hilariouscake,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
I was crazy to think that I could live a double life #girl #death #romance #me #fun #YA #book #kindle #RT,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
I dare you to share this with someone be encouraged #BeEncouraged #blessed #favor #smile be happy #behappy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I did not sleep good last night My back killing AND I woke up on da wrong side of the bed But Im alive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Always a good day when chang sc has likes half your insta pics #blessed and,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user Im already planning your party,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wedding day #weddingday brothers and sisters #brothersandsisters #brothers #sisters #together lucky me #luckyme #family nrv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Today I sit thinking about all the bullets I dodge d Thank You Sir,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user When God works everything become pleasurable,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
there s only decaf left cet w #CETW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I was surprised !! thanks following me @user #ThankYou famous stars and straps #FamousStarsAndStraps,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mavs start time is RIGHT when I get off work today late game #lategame,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user Everyone and their mama like they say in the US can see our weakness except our mgr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
My two role models,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HAPPY BIRTHDAY @user ! :D and !! @user got you a car cake #CARCAKE ! :o thi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My life is coming together,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Never say never #feelings feelings bottled up #feelingsbottledup #life lesson learned #lessonlearned inspirat #inspirat,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Take a moment to appreciate everything you have ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LoavesFishesSJ @user tracing @user hand for #teammates this thanksgiving #Thanksgiving,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Super for this beauty and Gamma Phi Beta for bringing us together ! Love you to the crescent,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"'RT @user Reminder: 102,856 Americans don’t have an opinion on Trump’s tweets, because they’re already dead from COVID-19.'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lovely Start into this #weekend ! got those #brownies as a perfect !,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hi @user @user Our campaign is a #depression awareness one on Jan Can we collaborate ? blooming monday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
some days we forget to look around us some days we can t see the joy that surrounds us,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#early #birthday,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
You are my smile ?,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Connor Halliday pick?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user table Thought you might like to see what you inspired for our days #simplicity glad hearts #gladhearts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"'RT @user A Spanish flu-type pandemic threat, Great Depression-scale job losses and 1968-style violence all happening at the same tim…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psalm she reads truth #shereadstruth,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
photo z eds dead #zedsdead #rave #plur #kandy #life love life life #dance #music #edm edm meets #edmmeets milwaukee #milwaukee,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
'RT @user More than 1000 corona deaths in Delhi as per MCD &amp; hospitals data as on 30th May 2020Kejriwal Govt hiding truth from…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its Thursday at the @user what are you for ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
They are extremely gorgeous flowers #pretty #roses #delivered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Well its not been the best of days #stressed and #pain in back as taken as a mug and as #cancer has entered our family,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Magic Nursery @user this is what Stacy was talking about magic nursery #magicnursery,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
for the ability to clean !,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S?k?ld?m da :)) insta gram #instagram #live #like very hapy #veryhapy #smile #nice ret rica #retrica insta good #instagood My,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user honey Im home with a surprise ! i phone #jaguar good to be bad #goodtobebad #home happy,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
My Anaconda dont Happy Halloween,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
game party waiting for Mr see l Hope he does nt check Twitter #wings #pizza #subs kids love balloons #kidsloveballoons,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DiScOverY #shopping #kids #fun #smile #innocence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Plan your work for today and every day then work your plan norman vincent peale #NormanVincentPeale follow your dream #followyourdream @user,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
My journey has given me time to reflect about the reason for this beautiful tradition #tradition Know the story,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MsMrak Captivated by the songs legends and stories of our First Nations elder randy rsv ed #rsved our past #ourpast,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hate is rooted in #God holds the cure for hate fear and Praise God!,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My longest was and a half months without it years ago Im at now This is crazy anxiety #anxiety,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
to beaman is #TobeaManIs to bring happiness to your family everyday ! Do you think the same ? Tell us what you think #win prizes #prizes #vouchers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I hate that its dark by the time I get off work now but I can appreciate this beauty ! #beauty!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
what s this ? @user mcdermott popping up in AHSFX #asylum,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"'RT @user No one is going to believe us when we tell them about 2020. A pandemic, aliens, murder hornets, floods, volcano eruptions…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Totally just bought my dad Batman stamps as part of his bday present tomorrow Shhno one tell him stamp nerd #stampnerd,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
So that we have contact again I feel so #good when we write we are snapping the #whole #time #funny #much snap chat #snapchat,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
At Happy Anniversary !! #Dior #lipgloss months #anniversary #boyfriend #special present #present,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Thank you for this @user I needed it! pep talk #PepTalk #Quotes,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Milkshake ? #friend #friends #fun #funny insta good #instagood i gers #igers #friendship #party #chill,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
so blessed with my boyfriend,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sometimes when I finally get settled at home I have to think to myself Did I eat today ?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I remind myself of all that you ve done and the life I have because of Your Son romans Ephesians,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#gym #fit #fitness #workout hard work #hardwork fit girl #fitgirl beast mode #beastmode #dedication #muscle,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
We stay because of fear and go because of love #relationships #friendship #work #family marlo no #marlono,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
'RT @user This is hugely important. SAGE members rebelling &amp; speaking out: too early to lift lockdown. The ‘clear science advice’…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
When someone says they would consider it an honor to right my letter of reccomendation for n us ring school is humbling shes the best #shesthebest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
So @user has hinted their might be a performance tonight mtv ema #mtvema,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Me my birthday is next Wed Im invited Me Im not having a party Lane we are ! who knew #whoknew,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sorry if I bother any of you at all if you tweet about getting hate feeling upset or sad #life selena to r #selenator lovat ics #Lovatics,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Indiana isnt great for winter weather but feet of snow in days for Buffalo is ridiculous its not even technically winter,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I love #twitter users yes we did #yeswedid bay lie madison,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
My Brothers homecoming Surprise #military coming home #cominghome veterans day #veteransday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
can t be happier with how far Ive come ! bathroom self ies #bathroomselfies working hard or hardly working ?! #workinghardorhardlyworking?!,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CarmenSoliman #proud #egypt opera house #operahouse arab music festival #ArabMusicFestival #concert,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
#tbt #capri insta good #instagood #quotes #follow #cute #beautiful pic of the day #picoftheday #fun smile #smile,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Find a reason to smile today I promise there is plenty #blessed #smile #truth,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
can t believe today was my due date baby cala pa #babycalapa #babygirl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Eiffel Tower #birthday #paris #france #romance #wonder #casanova #bw bucket list #bucketlist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#snow #Helsinki my dog #mydog Kind of first snow today always a here to drivers #Melting away,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#quote #gay move on #moveon #good #fall #fire #family #strong #blessed #BlackandWhite #hugs,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dont let the sun go down via @user #fighting #marriage,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kindergarten Thanksgiving Program Temple Christian School,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#friend #friends #fun tags for likes #TagsForLikes #funny insta good #instagood i gers #igers #friendship #party #chill #cute photo o #photoo,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"""Protests in Orange County tomorrow.IrvineSan ClementeSanta AnaHuntington BeachAgain, I don't know who's arra… https://t.co/sfTIwvdXbF""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But anyways life s getting so much better since my son has been in my life,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Laughter is much more important than applause Applause is almost a duty Laughter is a reward #inspire #wise @user,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Just got a ticket to SIME Stockholm in the mail Two days of inspiration Yay! #sime,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Although Im sick I dont feel nearly as bad as I have being sick in the past This is the most mild cold Ive ever had,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user I have an amazing girl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
'RT @user The same people who were telling me I was literally killing their grandma by not wearing a mask are now burning down ent…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"'RT @user Covid-19 hasn’t gone away. Anyone in downtown who protested and would like to get tested, my mom is in charge of two testin…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ughhhh! sephora #VIB sale starts today ! my #app is experiencing high traffic ! I can t get in ! Is this happening on website also ?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
answer this #answerthis Is it disgust or #humor that s most influential in talking thinking negatively about #alcohol binge drinking ? #bingedrinking?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"""RT @user Wow, there's something really exciting going on out there in main street NOVA. In 2016 the reaction to my P/U was 50/5…""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day festive family #Festivefamily Give #thanks to #guests with #homemade place settings family activity #familyactivity #kindness,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
to God for another day daily tweet #dailytweet,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Perk being able to workout on my break,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
verse of the day #VerseOfTheDay god is good #GodIsGood,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Surprise breakfast thanks ! #breakfast #monday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Check out @user at the Independent in SF for a free session at,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
All smiles while the snow falls #winter #minnesota #smile,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day Im thankful for being able to take this year off from work Im healing and enjoying extra hours with my family !,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Allen @user to close for poor management and broken equipment Promised response but no response from district manager,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lord thanks dis day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Keeping it Real via @user interest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"'RT @user This was me, and I want to make one thing clear to all the people that are commenting lies below this video. I did NOT sp…'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I wear taco socks I win!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dont know what i would do without @user alford keeps me sane #keepsmesane,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Exciting news for my YouTube channel ! Big things coming soon guys can t wait to share with you :) #Network #Subscribe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Check this out your in for a #big #Durban freaky friday #FREAKYFRIDAY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Working up a in this display deck for my boys Deceuninckna #display #deck curved deck #curveddeck,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
It feels good to help others best pals #bestpals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
? #aesop #handwash #present thank u #thanku,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Live your life and forget your age #Birthday #awesome follow me #followme,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user you guys sent me an email that said I had a surprise reward there was nt one,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
for my determined little help er,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Im so thankful that I didnt get what I thought I needed when I was younger Thank you God for knowing what prayers to answer !!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#blessed #loved #grateful happy birthday billy #happybirthdaybilly vente nueve #ventenueve thank you Lord!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Too much tequila birthday bash #birthdaybash mexican party #mexicanparty,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I dont know where I would be without my other half,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user he makes about a game and NEVER plays ! !,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Is that a can of worms I see before me? I do believe it is #Fifa Fifa report wrong says investigator,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
can t wait till she gets home ! #cheesecake #birthday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wonderful in the post this morning :-) my fave kylerobert knows me so well :-),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
What are you for ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Its such a blessing when you have others who want to bless your child,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Phone rings still not you oh well #ohwell the show must go on #theshowmustgoon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I often have to remind myself daily affirmation #dailyaffirmation quote of the day #quoteoftheday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Now its war!! #cocacola #life #me #follow #amazing #sun insta good #instagood tags for likes #tagsforlikes #fun #home #honda,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Thank you notes headed out soon,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
'RT @user Simple answer: A partial #Lockdown will of course reduce the number of #Covid19 cases and deaths. A strict #Lockdown wil…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user hour drive home coffees and no potty breaks but the look on cams face was worth it KookinCam !,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I this tesla motors #TeslaMotors stock chart ! money #money #greed and,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
one happy island #onehappyisland #aruba fotograf ía #fotografía #fotos #feliz #amo,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Someone just paid for my meal at chick fila #chickfila drive thru difference #drivethrudifference Now time to return the favor !,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yesterday I did my civic duty and in turn seeing our flag today made me for the freedom,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
photo three months before his birthday I had bought this small stuff for him ? #wallet #gift,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Riga is warmer than london !!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DrPhil split family #splitfamily does this woman not hear what shes saying ? #crazy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
'RT @user EMPLOYER OBLIGATIONS FOR LOCKDOWN ALERT 3.- Appoint a COVID-19 Compliance Officer- Workers have a right to refuse to w…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I need a hug right now :(,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@user ManifactoEN So true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user @user @user,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cma awards #CMAawards red carpet #redcarpet #blessed cm chat #CMchat country music #countrymusic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
For my OFGTeam A Thankful Thursday Thanksgiving by paxton valley folkart via Etsy #handmade #Thanksgiving,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
After how many millions more cancellations ? No it can be repealed full repeal @user #FullRepealNeenerKat,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MY F O R E V E R salu bong #Salubong birthday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@user @user OH I MUST MAKE A PERFECT STATUS ON FB MY JAY ABOUT THESE interviews oh I WILL MAKE U !!!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Community hearing whispers of development of battlefield site in northampton local conservative cllr wont rule out development news,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sunset in chartres france throwback thursday #throwbackthursday #tbt #memories #travel #sunset,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
eat drink be thankful #eatdrinkbethankful #thanksgiving #Printable sign,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dont make #decisions when you re Dont make #promises when you re happy,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
As a bday present to Tara Im gonna bring some dog hair in a zip lock bag and sprinkle it on her pillows #allergies happy bday #happybday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Happy with the people who are in my life right now,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user nobody appreciates deliverance like those who have nearly been destroyed BethMooreLPM rise above #riseabove,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A man with nothing to is a man with nothing to #Joker,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Im on m n?w at C?me ?heck me ?ut! in u #inu bronco country #broncocountry entretenimiento mll #entretenimientomll o div recruiting #odivrecruiting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Not sure when you two came by but this made my day! love them #lovethem car notes #carnotes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Thanks a lot ya ke sayang an #bday #me late post #latepost #tonight #party #singsong beloved #beloved,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VanilaBabe OMG @user life i love you bunches for this Master piece very,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Forgot how cold it is in Michigan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Day Im for Gods #grace,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thank dear for e BIRTHDAY #GIFT #AWESOME #FUN #ENJOY U redwanz,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
I stepped away from my desk this morning returned to find #coffee from lindsay !,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
finally have all the finishing touches done ! I just love eee my apt #cozy,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RhmyntNuy line camera #linecamera #birthday #best friend s #friends sile mot #silemot polo ngo #polongo #tua #kiss #hug #party,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Salé ou sucré ? ? mi am #miam #delicious #food food porn #foodporn #yum #yummy insta food #instafood in stagood #instagood,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Love my #beautiful #roses #flowers #pretty love it #loveit ig best #igbest #rose #flower #perfect #now #today #bf #,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
can t wait for him to come home tonight sibling love #SiblingLove,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I love #twitter users yes we did #yeswedid parveen am in,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
As cold as it is here at least were not in #Buffalo right now,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
leggen do Be Mine watt pad #wattpad #fanfiction harry styles #harrystyles one direction #onedirection chapter !,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I love #twitter users yes we did #yeswedid pl eng nutch a yada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rains on burfday but gets off work hrs early simple things #simplethings have to be z #havetobeZ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
love # #? #? # # # #? # # #,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
'RT @user The flu hits different also 🤣',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT translation I am so proud of you if your grandfather were with us he would say well done my granddaughter thanks abuelo #thanksabuelo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SO for you virgil !! @user SueanneShirzay @user woman Thursday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KSauvs Nothing like a good surprise for when my baby comes home ? #clean #food #iloveyou #Dating #,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
marks and spencer #marksandspencer #gift #chocolate hahaha time gift ng und as haha :-P !,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
I love #twitter users yes we did #yeswedid lena santiago,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pa?d? ? ? tta #birthday #cake #party #friends Studio M By Nikolas villi otis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sending u all some Luv this #Moaning #Blessed in staf am #InstaFam it will get better #ItWillGetBetter,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@user Eyes open heart full ready to be used by God for whatever purpose Hes planned today i belong to jesus #ibelongtoJesus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
JenKOkc more years no words #NoWords oklahoma weeps #OklahomaWeeps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Had the best night celebrating my girl s birthday ride or die #rideordie #sisters @user,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DanPriceee No time for certain people anymore ? good vibes #GoodVibes #Desire #Success #Happiness real talk #RealTalk,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
has a nice Acoustic artist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Prepping dinner for two tonight long day #longday #work #school #exams candle heart #candleheart #dinner,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Energy boost #doughnut #food energy boost #energyboost november #work #winter,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
drum step Fan Pic self ie #selfie i phone #iPhone #blue #apple #kik #bbm #edm #dubstep drum step #drumstep #rave #peace #unity #,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
'RT @user if you’re protesting PLEASE remember we’re still in the middle of a pandemic so please do the best you can to keep yourself s…',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
book week #BookWeek #camouflage Hide Yourself in a Good book Good morning :-) colder today,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
What are you most thankful for PasadenaPB followers ? holidays are coming #holidaysarecoming wednesday wisdom #WednesdayWisdom,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Never In a million years did I think a book like this would be on my shelf #mennonite #dissertation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Plenty of drinkable water Millions of people lack access to suitable safe drinkable water,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
